"title"	"track_n"	"text"	"album"	"artist"
"1206"	"Something About England"	6	"(Mick Jones)"	"Sandinista!"	"The Clash"
"1207"	"Something About England"	6	"The streets were now deserted"	"Sandinista!"	"The Clash"
"1208"	"Something About England"	6	"The gangs had trudged off home"	"Sandinista!"	"The Clash"
"1209"	"Something About England"	6	"The lights clicked out in the bedsits"	"Sandinista!"	"The Clash"
"1210"	"Something About England"	6	"Old England was all alone"	"Sandinista!"	"The Clash"
"1211"	"Rebel Waltz"	7	"I slept as I dreamed of a time long ago"	"Sandinista!"	"The Clash"
"1212"	"Rebel Waltz"	7	"I saw an army of rebels, dancin' on air"	"Sandinista!"	"The Clash"
"1213"	"Rebel Waltz"	7	"I dreamed as I slept, I could see the campfire"	"Sandinista!"	"The Clash"
"1214"	"Rebel Waltz"	7	"A song of the battle, that was born in the flames"	"Sandinista!"	"The Clash"
"1215"	"Rebel Waltz"	7	"The rebels were waltzin' on air"	"Sandinista!"	"The Clash"
"1216"	"Rebel Waltz"	7	"I danced with a girl to the tune of a waltz"	"Sandinista!"	"The Clash"
"1217"	"Rebel Waltz"	7	"That was written to be danced on the battlefield"	"Sandinista!"	"The Clash"
"1218"	"Rebel Waltz"	7	"I danced to the song of a voice of a girl"	"Sandinista!"	"The Clash"
"1219"	"Rebel Waltz"	7	"A voice that called \"Stand 'til we fall"	"Sandinista!"	"The Clash"
"1220"	"Rebel Waltz"	7	"Stand 'til all the boys fall\""	"Sandinista!"	"The Clash"
"1221"	"Rebel Waltz"	7	"As we danced came the news that the war was not won"	"Sandinista!"	"The Clash"
"1222"	"Rebel Waltz"	7	"Five armies were comin', with carriage and gun"	"Sandinista!"	"The Clash"
"1223"	"Rebel Waltz"	7	"Through the heart of the camp"	"Sandinista!"	"The Clash"
"1224"	"Rebel Waltz"	7	"Swept the news from the front"	"Sandinista!"	"The Clash"
"1225"	"Rebel Waltz"	7	"A cloud crossed the moon, a child cried for food"	"Sandinista!"	"The Clash"
"1226"	"Rebel Waltz"	7	"We knew the war could not be won"	"Sandinista!"	"The Clash"
"1227"	"Rebel Waltz"	7	"So we danced with a rifle, to the rhythm of the gun"	"Sandinista!"	"The Clash"
"1228"	"Rebel Waltz"	7	"In a glade through the trees I saw my only one"	"Sandinista!"	"The Clash"
"1229"	"Rebel Waltz"	7	"Then the earth seemed to rise hell hot as the sun"	"Sandinista!"	"The Clash"
"1230"	"Rebel Waltz"	7	"The soldiers were dyin', there was a tune to the sighin'"	"Sandinista!"	"The Clash"
"1231"	"Rebel Waltz"	7	"The song was an old rebel one"	"Sandinista!"	"The Clash"
"1232"	"Rebel Waltz"	7	"As the smoke of our hopes rose high from the field"	"Sandinista!"	"The Clash"
"1233"	"Rebel Waltz"	7	"My eyes played tricks through the moon and the trees"	"Sandinista!"	"The Clash"
"1234"	"Rebel Waltz"	7	"I slept as I dreamt, I saw the army rise"	"Sandinista!"	"The Clash"
"1235"	"Rebel Waltz"	7	"A voice began to call, \"Stand 'til you fall\""	"Sandinista!"	"The Clash"
"1236"	"Rebel Waltz"	7	"The tune was an old rebel one"	"Sandinista!"	"The Clash"
"1237"	"Look Here"	8	"Look here!"	"Sandinista!"	"The Clash"
"1238"	"Look Here"	8	"What ya' think you're gonna be doin' next year?"	"Sandinista!"	"The Clash"
"1239"	"Look Here"	8	"No lie"	"Sandinista!"	"The Clash"
"1240"	"Look Here"	8	"How you know you're not gonna up and die?"	"Sandinista!"	"The Clash"
"1241"	"Look Here"	8	"No doubt"	"Sandinista!"	"The Clash"
"1242"	"Look Here"	8	"Soon enough your friends will find you out"	"Sandinista!"	"The Clash"
"1243"	"Look Here"	8	"Take care"	"Sandinista!"	"The Clash"
"1244"	"Look Here"	8	"You might not have much time to spare"	"Sandinista!"	"The Clash"
"1245"	"Look Here"	8	"(x2)"	"Sandinista!"	"The Clash"
"1246"	"Look Here"	8	"I say, how long have you been actin' up this way?"	"Sandinista!"	"The Clash"
"1247"	"Look Here"	8	"One knows"	"Sandinista!"	"The Clash"
"1248"	"Look Here"	8	"When you gonna get your own floor show"	"Sandinista!"	"The Clash"
"1249"	"Look Here"	8	"I'm hip"	"Sandinista!"	"The Clash"
"1250"	"Look Here"	8	"And you could use a button on your lip"	"Sandinista!"	"The Clash"
"1251"	"Look Here"	8	"Look here"	"Sandinista!"	"The Clash"
"1252"	"Look Here"	8	"What ya' think you're gonna be doin' next year?"	"Sandinista!"	"The Clash"
"1253"	"Look Here"	8	"Yeah"	"Sandinista!"	"The Clash"
"1254"	"The Crooked Beat"	9	"Start the car lets make a midnight run"	"Sandinista!"	"The Clash"
"1255"	"The Crooked Beat"	9	"Across the river to South London"	"Sandinista!"	"The Clash"
"1256"	"The Crooked Beat"	9	"To dance to the latest hi-fi sound"	"Sandinista!"	"The Clash"
"1257"	"The Crooked Beat"	9	"Of the bass, guitar and drum"	"Sandinista!"	"The Clash"
"1258"	"The Crooked Beat"	9	"Seekin' out a rhythm that can take the tension off"	"Sandinista!"	"The Clash"
"1259"	"The Crooked Beat"	9	"Steppin' in and out of that crooked crooked beat"	"Sandinista!"	"The Clash"
"1260"	"The Crooked Beat"	9	"Take a piece of cloth, a coin for thirst"	"Sandinista!"	"The Clash"
"1261"	"The Crooked Beat"	9	"For the sweat will start to run"	"Sandinista!"	"The Clash"
"1262"	"The Crooked Beat"	9	"With a cymbal splash, a word of truth"	"Sandinista!"	"The Clash"
"1263"	"The Crooked Beat"	9	"And a rockin' bass and drum"	"Sandinista!"	"The Clash"
"1264"	"The Crooked Beat"	9	"(Chorus)"	"Sandinista!"	"The Clash"
"1265"	"The Crooked Beat"	9	"One by one they come on down"	"Sandinista!"	"The Clash"
"1266"	"The Crooked Beat"	9	"From the tower blocks of my hometown"	"Sandinista!"	"The Clash"
"1267"	"The Crooked Beat"	9	"Steppin' with the rhythm of the musical beat"	"Sandinista!"	"The Clash"
"1268"	"The Crooked Beat"	9	"Drownin' out the pressure of the crooked street"	"Sandinista!"	"The Clash"
"1269"	"The Crooked Beat"	9	"(Chorus)"	"Sandinista!"	"The Clash"
"1270"	"The Crooked Beat"	9	"It has a crooked past this crooked street"	"Sandinista!"	"The Clash"
"1271"	"The Crooked Beat"	9	"Where cars patrol this crooked beat"	"Sandinista!"	"The Clash"
"1272"	"The Crooked Beat"	9	"Badges flash and sirens wail"	"Sandinista!"	"The Clash"
"1273"	"The Crooked Beat"	9	"They'll be takin' one and all to jail"	"Sandinista!"	"The Clash"
"1274"	"The Crooked Beat"	9	"Whooooo"	"Sandinista!"	"The Clash"
"1275"	"The Crooked Beat"	9	"Prance! Prance! You want a law to dance?"	"Sandinista!"	"The Clash"
"1276"	"The Crooked Beat"	9	"Whooooooo"	"Sandinista!"	"The Clash"
"1277"	"The Crooked Beat"	9	"This particular one is a crooked crooked beat"	"Sandinista!"	"The Clash"
"1278"	"The Crooked Beat"	9	"Whaaaa"	"Sandinista!"	"The Clash"
"1279"	"The Crooked Beat"	9	"It's a bird, it's a plane"	"Sandinista!"	"The Clash"
"1280"	"The Crooked Beat"	9	"No, it's a dog (?)"	"Sandinista!"	"The Clash"
"1281"	"The Crooked Beat"	9	"(Chorus)"	"Sandinista!"	"The Clash"
"1282"	"The Crooked Beat"	9	"(Repeat 1st verse)"	"Sandinista!"	"The Clash"
"1283"	"The Crooked Beat"	9	"Seekin' out a rhythm"	"Sandinista!"	"The Clash"
"1284"	"The Crooked Beat"	9	"This particular one is a crooked crooked beat"	"Sandinista!"	"The Clash"
"1285"	"Somebody Got Murdered"	10	"Someone lights a cigarette"	"Sandinista!"	"The Clash"
"1286"	"Somebody Got Murdered"	10	"While ridin' in a car"	"Sandinista!"	"The Clash"
"1287"	"Somebody Got Murdered"	10	"Some old guy takes a swig"	"Sandinista!"	"The Clash"
"1288"	"Somebody Got Murdered"	10	"And passes back the jar"	"Sandinista!"	"The Clash"
"1289"	"Somebody Got Murdered"	10	"But where they were last night"	"Sandinista!"	"The Clash"
"1290"	"Somebody Got Murdered"	10	"No one can remember"	"Sandinista!"	"The Clash"
"1291"	"Somebody Got Murdered"	10	"Somebody got murdered"	"Sandinista!"	"The Clash"
"1292"	"Somebody Got Murdered"	10	"Goodbye, for keeps, forever"	"Sandinista!"	"The Clash"
"1293"	"Somebody Got Murdered"	10	"Somebody got murdered"	"Sandinista!"	"The Clash"
"1294"	"Somebody Got Murdered"	10	"Somebody's dead forever"	"Sandinista!"	"The Clash"
"1295"	"Somebody Got Murdered"	10	"And you're mindin' your own business"	"Sandinista!"	"The Clash"
"1296"	"Somebody Got Murdered"	10	"Carryin' spare change"	"Sandinista!"	"The Clash"
"1297"	"Somebody Got Murdered"	10	"You wouldn't cosh a barber"	"Sandinista!"	"The Clash"
"1298"	"Somebody Got Murdered"	10	"You're hungry all the same"	"Sandinista!"	"The Clash"
"1299"	"Somebody Got Murdered"	10	"I been very tempted"	"Sandinista!"	"The Clash"
"1300"	"Somebody Got Murdered"	10	"To grab it from the till"	"Sandinista!"	"The Clash"
"1301"	"Somebody Got Murdered"	10	"I been very hungry"	"Sandinista!"	"The Clash"
"1302"	"Somebody Got Murdered"	10	"But not enough to kill"	"Sandinista!"	"The Clash"
"1303"	"Somebody Got Murdered"	10	"Somebody got murdered"	"Sandinista!"	"The Clash"
"1304"	"Somebody Got Murdered"	10	"Somebody's dead forever"	"Sandinista!"	"The Clash"
"1305"	"Somebody Got Murdered"	10	"Somebody got murdered"	"Sandinista!"	"The Clash"
"1306"	"Somebody Got Murdered"	10	"His name cannot be found"	"Sandinista!"	"The Clash"
"1307"	"Somebody Got Murdered"	10	"A small stain on the pavement"	"Sandinista!"	"The Clash"
"1308"	"Somebody Got Murdered"	10	"They'll scrub it off the ground"	"Sandinista!"	"The Clash"
"1309"	"Somebody Got Murdered"	10	"As the daily crowd disperses"	"Sandinista!"	"The Clash"
"1310"	"Somebody Got Murdered"	10	"No one says that much"	"Sandinista!"	"The Clash"
"1311"	"Somebody Got Murdered"	10	"Somebody got murdered"	"Sandinista!"	"The Clash"
"1312"	"Somebody Got Murdered"	10	"And it left me with a touch"	"Sandinista!"	"The Clash"
"1313"	"Somebody Got Murdered"	10	"(Chorus)"	"Sandinista!"	"The Clash"
"1314"	"Somebody Got Murdered"	10	"Sounds like murder"	"Sandinista!"	"The Clash"
"1315"	"Somebody Got Murdered"	10	"Those shouts"	"Sandinista!"	"The Clash"
"1316"	"Somebody Got Murdered"	10	"Are they drunk down below?"	"Sandinista!"	"The Clash"
"1317"	"Somebody Got Murdered"	10	"Sounds like murder"	"Sandinista!"	"The Clash"
"1318"	"Somebody Got Murdered"	10	"Those screams!"	"Sandinista!"	"The Clash"
"1319"	"Somebody Got Murdered"	10	"Are they drunk down below?"	"Sandinista!"	"The Clash"
"1320"	"Somebody Got Murdered"	10	"Say, my watch stopped, some time ago"	"Sandinista!"	"The Clash"
"1321"	"Somebody Got Murdered"	10	"Sounds like murder"	"Sandinista!"	"The Clash"
"1322"	"Somebody Got Murdered"	10	"Those screams!"	"Sandinista!"	"The Clash"
"1323"	"Somebody Got Murdered"	10	"Drunk, down below"	"Sandinista!"	"The Clash"
"1324"	"One More Time"	11	"Must I get a witness for all this misery?"	"Sandinista!"	"The Clash"
"1325"	"One More Time"	11	"There's no need to brothers, everybody can see"	"Sandinista!"	"The Clash"
"1326"	"One More Time"	11	"That it's a'one more time in the ghetto"	"Sandinista!"	"The Clash"
"1327"	"One More Time"	11	"One more time if you please"	"Sandinista!"	"The Clash"
"1328"	"One More Time"	11	"One more time to the dyin' man"	"Sandinista!"	"The Clash"
"1329"	"One More Time"	11	"One more time to be free"	"Sandinista!"	"The Clash"
"1330"	"One More Time"	11	"One more time in the ghetto"	"Sandinista!"	"The Clash"
"1331"	"One More Time"	11	"One more time to be free"	"Sandinista!"	"The Clash"
"1332"	"One More Time"	11	"One more time in the ghetto"	"Sandinista!"	"The Clash"
"1333"	"One More Time"	11	"One more time to be free"	"Sandinista!"	"The Clash"
"1334"	"One More Time"	11	"The old lady kicks karate"	"Sandinista!"	"The Clash"
"1335"	"One More Time"	11	"For just a little walk down the street"	"Sandinista!"	"The Clash"
"1336"	"One More Time"	11	"The little baby knows Kung Fu"	"Sandinista!"	"The Clash"
"1337"	"One More Time"	11	"He tries it on those he meets"	"Sandinista!"	"The Clash"
"1338"	"One More Time"	11	"'Cause its a'one more time in the ghetto"	"Sandinista!"	"The Clash"
"1339"	"One More Time"	11	"One more time if you please now"	"Sandinista!"	"The Clash"
"1340"	"One More Time"	11	"One more time to the dyin' man"	"Sandinista!"	"The Clash"
"1341"	"One More Time"	11	"They say one more time if you please"	"Sandinista!"	"The Clash"
"1342"	"One More Time"	11	"(Chorus 1)"	"Sandinista!"	"The Clash"
"1343"	"One More Time"	11	"(Chorus 2)"	"Sandinista!"	"The Clash"
"1344"	"One More Time"	11	"(Chorus 1)"	"Sandinista!"	"The Clash"
"1345"	"One More Time"	11	"You don't need no silicone to calculate poverty"	"Sandinista!"	"The Clash"
"1346"	"One More Time"	11	"Watch when Watts town burns again"	"Sandinista!"	"The Clash"
"1347"	"One More Time"	11	"The bus goes to Montgomery"	"Sandinista!"	"The Clash"
"1348"	"One More Time"	11	"'Cause it's a one more time in the ghetto"	"Sandinista!"	"The Clash"
"1349"	"One More Time"	11	"One more time if you please"	"Sandinista!"	"The Clash"
"1350"	"One More Time"	11	"One more time for the dying man"	"Sandinista!"	"The Clash"
"1351"	"One More Time"	11	"One more time to be free"	"Sandinista!"	"The Clash"
"1352"	"One More Time"	11	"One more time (x4)"	"Sandinista!"	"The Clash"
"1353"	"One More Dub"	12	"Stop wastin' time"	"Sandinista!"	"The Clash"
"1354"	"One More Dub"	12	"Right"	"Sandinista!"	"The Clash"
"1355"	"One More Dub"	12	"One more breath"	"Sandinista!"	"The Clash"
"1356"	"One More Dub"	12	"One more time in the ghetto"	"Sandinista!"	"The Clash"
"1357"	"One More Dub"	12	"One more time if you please"	"Sandinista!"	"The Clash"
"1358"	"One More Dub"	12	"One"	"Sandinista!"	"The Clash"
"1359"	"One More Dub"	12	"One more time for the dyin' man"	"Sandinista!"	"The Clash"
"1360"	"One More Dub"	12	"One more time if you please now"	"Sandinista!"	"The Clash"
"1361"	"One More Dub"	12	"One more time"	"Sandinista!"	"The Clash"
"1362"	"Lightning Strikes (Not Once But Twice)"	13	"Strikes strikes strikes strikes strikes"	"Sandinista!"	"The Clash"
"1363"	"Lightning Strikes (Not Once But Twice)"	13	"Now lightning strikes in old New York"	"Sandinista!"	"The Clash"
"1364"	"Lightning Strikes (Not Once But Twice)"	13	"It may be dark but I wanna talk"	"Sandinista!"	"The Clash"
"1365"	"Lightning Strikes (Not Once But Twice)"	13	"It might rain, it might snow"	"Sandinista!"	"The Clash"
"1366"	"Lightning Strikes (Not Once But Twice)"	13	"Too many things I got to know"	"Sandinista!"	"The Clash"
"1367"	"Lightning Strikes (Not Once But Twice)"	13	"If this is spring then it's time to sing"	"Sandinista!"	"The Clash"
"1368"	"Lightning Strikes (Not Once But Twice)"	13	"Never mind the little birdies wing"	"Sandinista!"	"The Clash"
"1369"	"Lightning Strikes (Not Once But Twice)"	13	"Look out, look out, old New York"	"Sandinista!"	"The Clash"
"1370"	"Lightning Strikes (Not Once But Twice)"	13	"New York's comin' and New York talk"	"Sandinista!"	"The Clash"
"1371"	"Lightning Strikes (Not Once But Twice)"	13	"Hey! Strike! Not once"	"Sandinista!"	"The Clash"
"1372"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! But twice!"	"Sandinista!"	"The Clash"
"1373"	"Lightning Strikes (Not Once But Twice)"	13	"Get out your money peel a slab"	"Sandinista!"	"The Clash"
"1374"	"Lightning Strikes (Not Once But Twice)"	13	"Roll some notes and hail a cab"	"Sandinista!"	"The Clash"
"1375"	"Lightning Strikes (Not Once But Twice)"	13	"Drive in church drive in back"	"Sandinista!"	"The Clash"
"1376"	"Lightning Strikes (Not Once But Twice)"	13	"Drive down Seventh in a tank"	"Sandinista!"	"The Clash"
"1377"	"Lightning Strikes (Not Once But Twice)"	13	"Take in the sights, feel the breeze"	"Sandinista!"	"The Clash"
"1378"	"Lightning Strikes (Not Once But Twice)"	13	"See New York's one and only tree"	"Sandinista!"	"The Clash"
"1379"	"Lightning Strikes (Not Once But Twice)"	13	"It can be found in Garbage park"	"Sandinista!"	"The Clash"
"1380"	"Lightning Strikes (Not Once But Twice)"	13	"But don't inspect it after dark, no"	"Sandinista!"	"The Clash"
"1381"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! New York! Lightning!"	"Sandinista!"	"The Clash"
"1382"	"Lightning Strikes (Not Once But Twice)"	13	"Not once but twice"	"Sandinista!"	"The Clash"
"1383"	"Lightning Strikes (Not Once But Twice)"	13	"Accidental hike in the transit strike"	"Sandinista!"	"The Clash"
"1384"	"Lightning Strikes (Not Once But Twice)"	13	"Roller skate or ride a bike"	"Sandinista!"	"The Clash"
"1385"	"Lightning Strikes (Not Once But Twice)"	13	"Three to a car, Brooklyn Bridge"	"Sandinista!"	"The Clash"
"1386"	"Lightning Strikes (Not Once But Twice)"	13	"You won't get far if you're privileged"	"Sandinista!"	"The Clash"
"1387"	"Lightning Strikes (Not Once But Twice)"	13	"Graffiti Jack sprays in black"	"Sandinista!"	"The Clash"
"1388"	"Lightning Strikes (Not Once But Twice)"	13	"An Englishman can he read it back?"	"Sandinista!"	"The Clash"
"1389"	"Lightning Strikes (Not Once But Twice)"	13	"Deli Joe he ought to know"	"Sandinista!"	"The Clash"
"1390"	"Lightning Strikes (Not Once But Twice)"	13	"He runs the gang on Pastrami Row"	"Sandinista!"	"The Clash"
"1391"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! Lightning strike!"	"Sandinista!"	"The Clash"
"1392"	"Lightning Strikes (Not Once But Twice)"	13	"Oohhhhh"	"Sandinista!"	"The Clash"
"1393"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! strike! Lightning"	"Sandinista!"	"The Clash"
"1394"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! Lightning"	"Sandinista!"	"The Clash"
"1395"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! Lightning Strike! Lightning"	"Sandinista!"	"The Clash"
"1396"	"Lightning Strikes (Not Once But Twice)"	13	"Because glass to glass, street to street"	"Sandinista!"	"The Clash"
"1397"	"Lightning Strikes (Not Once But Twice)"	13	"Buildings touch St. Peter's feet"	"Sandinista!"	"The Clash"
"1398"	"Lightning Strikes (Not Once But Twice)"	13	"From car to bar, prez to shah"	"Sandinista!"	"The Clash"
"1399"	"Lightning Strikes (Not Once But Twice)"	13	"Everything is in the jar"	"Sandinista!"	"The Clash"
"1400"	"Lightning Strikes (Not Once But Twice)"	13	"The 4 winds blow 'cause the 4 winds know"	"Sandinista!"	"The Clash"
"1401"	"Lightning Strikes (Not Once But Twice)"	13	"Takes a special hustle to make a roll"	"Sandinista!"	"The Clash"
"1402"	"Lightning Strikes (Not Once But Twice)"	13	"Honey girl on her feet"	"Sandinista!"	"The Clash"
"1403"	"Lightning Strikes (Not Once But Twice)"	13	"I wish everything to make her sweet"	"Sandinista!"	"The Clash"
"1404"	"Lightning Strikes (Not Once But Twice)"	13	"Ow!"	"Sandinista!"	"The Clash"
"1405"	"Lightning Strikes (Not Once But Twice)"	13	"Strike! Twice! Ok, so roll!"	"Sandinista!"	"The Clash"
"1406"	"Lightning Strikes (Not Once But Twice)"	13	"From Harlem! Strike one!"	"Sandinista!"	"The Clash"
"1407"	"Lightning Strikes (Not Once But Twice)"	13	"Harlem slum to penthouse block"	"Sandinista!"	"The Clash"
"1408"	"Lightning Strikes (Not Once But Twice)"	13	"On every door I already knocked"	"Sandinista!"	"The Clash"
"1409"	"Lightning Strikes (Not Once But Twice)"	13	"There wasn't anybody that I didn't leave alone"	"Sandinista!"	"The Clash"
"1410"	"Lightning Strikes (Not Once But Twice)"	13	"Somebody lyin' under every stone"	"Sandinista!"	"The Clash"
